0 134 302 645
1 287 628 1187
2 275 663 1076
3 261 615 958
4 300 728 978
5 315 748 841
6 329 785 823
7 296 802 756
8 274 823 724
9 286 810 678
10 279 749 650
11 265 716 675
12 292 786 638
13 330 766 666
14 284 681 711
15 302 714 680
16 336 682 672
17 328 705 674
18 370 752 657
19 396 764 603
20 383 775 605
21 379 716 588
22 434 761 610
23 495 712 587
24 519 705 603
25 596 687 622
26 617 645 633
27 688 609 599
28 654 617 602
29 616 545 642
30 598 584 583
31 552 543 573
32 504 530 668
33 463 525 748
34 417 542 737
35 1808 9691 10919
36 172 216 100
37 153 193 117
38 178 158 103
39 157 135 131
40 172 138 133
41 198 105 110
42 171 106 123
43 185 100 112
44 146 108 110
45 187 109 101
46 193 91 108
47 202 92 121
48 152 95 112
49 210 92 109
50 175 81 107
51 226 82 107
52 169 79 103
53 185 75 111
54 180 84 116
55 172 94 93
56 213 83 100
57 229 108 97
58 222 95 67
59 253 104 66
60 271 121 68
61 255 107 73
62 237 124 76
63 300 109 89
64 276 126 92
65 263 108 71
66 270 129 75
67 246 104 55
68 297 104 80
69 281 109 71
70 299 114 66
71 333 114 67
72 276 98 75
73 314 89 74
74 280 127 65
75 311 101 72
76 335 99 47
77 348 88 57
78 371 110 38
79 358 105 39
80 367 111 36
81 347 119 30
82 327 90 25
83 317 111 33
84 280 119 19
85 295 123 23
86 316 94 15
87 306 96 28
88 313 106 13
89 313 90 14
90 364 64 15
91 310 69 15
92 342 50 10
93 341 54 9
94 303 48 12
95 308 40 13
96 277 21 8
97 298 38 8
98 268 33 15
99 259 28 6
100 272 23 4
101 283 15 7
102 282 25 11
103 296 17 7
104 284 17 11
105 290 15 6
106 280 22 7
107 283 7 4
108 260 11 6
109 249 13 4
110 266 10 6
111 219 6 7
112 213 13 3
113 199 12 4
114 169 7 1
115 3821 68 47
116 0 0 0
117 0 0 0
118 0 0 0
119 0 0 0
120 0 0 0
121 0 0 0
122 0 0 0
123 0 0 0
124 0 0 0
125 0 0 0
126 0 0 0
127 0 0 0
128 0 0 0
129 0 0 0
130 0 0 0
131 0 0 0
132 0 0 0
133 0 0 0
134 0 0 0
135 0 0 0
136 0 0 0
137 0 0 0
138 0 0 0
139 0 0 0
140 0 0 0
141 0 0 0
142 0 0 0
143 0 0 0
144 0 0 0
145 0 0 0
146 0 0 0
147 0 0 0
148 0 0 0
149 0 0 0
150 0 0 0
151 0 0 0
152 0 0 0
153 0 0 0
154 0 0 0
155 0 0 0
156 0 0 0
157 0 0 0
158 0 0 0
159 0 0 0
160 0 0 0
161 0 0 0
162 0 0 0
163 0 0 0
164 0 0 0
165 0 0 0
166 0 0 0
167 0 0 0
168 0 0 0
169 0 0 0
170 0 0 0
171 0 0 0
172 0 0 0
173 0 0 0
174 0 0 0
175 0 0 0
176 0 0 0
177 0 0 0
178 0 0 0
179 0 0 0
180 0 0 0
181 0 0 0
182 0 0 0
183 0 0 0
184 0 0 0
185 0 0 0
186 0 0 0
187 0 0 0
188 0 0 0
189 0 0 0
190 0 0 0
191 0 0 0
192 0 0 0
193 0 0 0
194 0 0 0
195 0 0 0
196 0 0 0
197 0 0 0
198 0 0 0
199 0 0 0
200 0 0 0
201 0 0 0
202 0 0 0
203 0 0 0
204 0 0 0
205 0 0 0
206 0 0 0
207 0 0 0
208 0 0 0
209 0 0 0
210 0 0 0
211 0 0 0
212 0 0 0
213 0 0 0
214 0 0 0
215 0 0 0
216 0 0 0
217 0 0 0
218 0 0 0
219 0 0 0
220 0 0 0
221 0 0 0
222 0 0 0
223 0 0 0
224 0 0 0
225 0 0 0
226 0 0 0
227 0 0 0
228 0 0 0
229 0 0 0
230 0 0 0
231 0 0 0
232 0 0 0
233 0 0 0
234 0 0 0
235 0 0 0
236 0 0 0
237 0 0 0
238 0 0 0
239 0 0 0
240 0 0 0
241 0 0 0
242 0 0 0
243 0 0 0
244 0 0 0
245 0 0 0
246 0 0 0
247 0 0 0
248 0 0 0
249 0 0 0
250 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
