0 1 1 1
1 0 0 0
2 1 1 1
3 0 0 0
4 1 1 1
5 2 2 2
6 2 2 2
7 0 0 0
8 1 1 1
9 1 1 1
10 1 1 1
11 4 4 4
12 2 2 2
13 7 7 7
14 3 3 3
15 8 8 8
16 6 6 6
17 10 10 10
18 9 9 9
19 7 7 7
20 9 9 9
21 7 6 6
22 7 7 7
23 3 3 3
24 10 10 10
25 13 13 13
26 15 15 15
27 18 18 18
28 12 12 13
29 17 17 17
30 21 21 21
31 21 21 21
32 22 24 24
33 35 34 35
34 36 35 36
35 51 50 50
36 75 75 75
37 98 98 99
38 148 146 149
39 256 256 257
40 346 345 345
41 399 402 405
42 407 409 409
43 414 416 416
44 372 367 371
45 309 309 309
46 283 279 282
47 247 241 243
48 284 280 283
49 303 303 306
50 310 307 313
51 343 340 344
52 372 370 375
53 343 344 348
54 334 334 333
55 387 384 385
56 423 418 421
57 492 485 489
58 469 462 467
59 517 514 527
60 503 497 503
61 475 467 478
62 474 467 479
63 438 436 442
64 336 330 342
65 354 351 358
66 346 341 349
67 338 338 340
68 348 350 354
69 362 361 361
70 354 356 355
71 326 327 329
72 361 361 361
73 361 365 364
74 319 326 325
75 336 340 341
76 324 333 334
77 334 340 340
78 314 314 317
79 317 331 333
80 298 317 314
81 322 330 327
82 270 279 273
83 298 304 301
84 326 323 328
85 295 292 294
86 299 295 295
87 273 271 272
88 202 201 203
89 261 259 263
90 228 227 227
91 227 223 228
92 252 248 253
93 258 254 255
94 238 238 238
95 232 230 233
96 213 212 213
97 214 211 213
98 205 206 204
99 212 212 212
100 181 181 180
101 216 216 216
102 229 229 230
103 234 237 234
104 265 267 267
105 266 271 269
106 263 268 264
107 242 243 243
108 232 233 232
109 262 267 266
110 249 252 250
111 245 245 245
112 241 245 243
113 219 225 221
114 202 204 203
115 223 218 216
116 214 215 216
117 170 171 170
118 153 154 154
119 162 164 163
120 148 150 148
121 147 147 146
122 172 172 172
123 165 166 165
124 155 155 155
125 172 172 172
126 170 170 170
127 163 165 162
128 185 188 184
129 161 161 160
130 181 182 181
131 170 171 170
132 202 201 201
133 174 174 174
134 197 197 196
135 173 173 170
136 191 190 190
137 146 146 145
138 160 158 156
139 179 175 174
140 152 153 153
141 188 187 185
142 211 211 210
143 172 172 170
144 206 207 206
145 212 211 209
146 197 198 196
147 196 194 190
148 231 230 224
149 232 231 230
150 190 191 188
151 193 191 186
152 177 179 168
153 208 206 197
154 213 211 205
155 202 197 193
156 199 195 190
157 197 197 194
158 194 193 191
159 181 181 179
160 216 216 213
161 227 227 227
162 261 261 259
163 265 265 264
164 255 255 251
165 283 284 281
166 249 249 246
167 208 208 207
168 198 197 196
169 188 188 188
170 184 185 183
171 175 175 174
172 159 160 159
173 161 161 160
174 140 140 140
175 161 161 161
176 133 133 133
177 140 139 138
178 156 157 156
179 142 140 140
180 145 143 143
181 122 122 122
182 145 144 144
183 130 129 129
184 137 137 137
185 143 144 143
186 143 143 142
187 153 153 153
188 156 157 156
189 148 147 146
190 129 129 127
191 117 118 117
192 100 102 100
193 110 110 110
194 98 98 98
195 91 92 91
196 101 101 101
197 92 92 92
198 74 74 74
199 68 68 68
200 66 66 66
201 62 62 62
202 52 52 52
203 73 73 73
204 59 59 59
205 54 54 54
206 49 49 49
207 61 61 61
208 42 42 41
209 52 53 52
210 39 39 39
211 28 28 28
212 29 30 29
213 41 41 41
214 25 25 25
215 15 15 15
216 27 27 27
217 23 23 23
218 15 15 15
219 19 19 19
220 18 18 18
221 16 16 16
222 22 22 22
223 20 21 20
224 6 6 6
225 6 6 6
226 9 9 9
227 6 6 6
228 10 10 10
229 5 5 5
230 15 15 14
231 12 12 12
232 11 11 11
233 9 9 9
234 5 6 5
235 9 9 9
236 9 9 9
237 9 9 9
238 15 15 15
239 9 9 9
240 7 7 7
241 6 6 6
242 3 3 3
243 4 4 4
244 6 6 6
245 3 3 3
246 6 7 6
247 1 1 1
248 7 7 7
249 2 2 2
250 3 3 3
251 3 3 3
252 2 2 2
253 3 3 3
254 3 3 3
255 19 19 19
