0 295 292 294
1 299 295 295
2 273 271 272
3 202 201 203
4 261 259 263
5 228 227 227
6 227 223 228
7 252 248 253
8 258 254 255
9 238 238 238
10 232 230 233
11 213 212 213
12 214 211 213
13 205 206 204
14 212 212 212
15 181 181 180
16 216 216 216
17 229 229 230
18 234 237 234
19 265 267 267
20 266 271 269
21 263 268 264
22 242 243 243
23 232 233 232
24 262 267 266
25 249 252 250
26 245 245 245
27 241 245 243
28 219 225 221
29 202 204 203
30 223 218 216
31 214 215 216
32 170 171 170
33 153 154 154
34 162 164 163
35 148 150 148
36 147 147 146
37 172 172 172
38 165 166 165
39 155 155 155
40 172 172 172
41 170 170 170
42 163 165 162
43 185 188 184
44 161 161 160
45 181 182 181
46 170 171 170
47 202 201 201
48 174 174 174
49 197 197 196
50 173 173 170
51 191 190 190
52 146 146 145
53 160 158 156
54 179 175 174
55 152 153 153
56 188 187 185
57 211 211 210
58 172 172 170
59 206 207 206
60 212 211 209
61 197 198 196
62 196 194 190
63 231 230 224
64 232 231 230
65 190 191 188
66 193 191 186
67 177 179 168
68 208 206 197
69 213 211 205
70 202 197 193
71 199 195 190
72 197 197 194
73 194 193 191
74 181 181 179
75 216 216 213
76 227 227 227
77 261 261 259
78 265 265 264
79 255 255 251
80 283 284 281
81 249 249 246
82 208 208 207
83 198 197 196
84 188 188 188
85 184 185 183
86 175 175 174
87 159 160 159
88 161 161 160
89 140 140 140
90 161 161 161
91 133 133 133
92 140 139 138
93 156 157 156
94 142 140 140
95 145 143 143
96 122 122 122
97 145 144 144
98 130 129 129
99 137 137 137
100 143 144 143
101 143 143 142
102 153 153 153
103 156 157 156
104 148 147 146
105 129 129 127
106 117 118 117
107 100 102 100
108 110 110 110
109 98 98 98
110 91 92 91
111 101 101 101
112 92 92 92
113 74 74 74
114 68 68 68
115 1130 1135 1128
116 0 0 0
117 0 0 0
118 0 0 0
119 0 0 0
120 0 0 0
121 0 0 0
122 0 0 0
123 0 0 0
124 0 0 0
125 0 0 0
126 0 0 0
127 0 0 0
128 0 0 0
129 0 0 0
130 0 0 0
131 0 0 0
132 0 0 0
133 0 0 0
134 0 0 0
135 0 0 0
136 0 0 0
137 0 0 0
138 0 0 0
139 0 0 0
140 0 0 0
141 0 0 0
142 0 0 0
143 0 0 0
144 0 0 0
145 0 0 0
146 0 0 0
147 0 0 0
148 0 0 0
149 0 0 0
150 0 0 0
151 0 0 0
152 0 0 0
153 0 0 0
154 0 0 0
155 0 0 0
156 0 0 0
157 0 0 0
158 0 0 0
159 0 0 0
160 0 0 0
161 0 0 0
162 0 0 0
163 0 0 0
164 0 0 0
165 0 0 0
166 0 0 0
167 0 0 0
168 0 0 0
169 0 0 0
170 0 0 0
171 0 0 0
172 0 0 0
173 0 0 0
174 0 0 0
175 0 0 0
176 0 0 0
177 0 0 0
178 0 0 0
179 0 0 0
180 0 0 0
181 0 0 0
182 0 0 0
183 0 0 0
184 0 0 0
185 0 0 0
186 0 0 0
187 0 0 0
188 0 0 0
189 0 0 0
190 0 0 0
191 0 0 0
192 0 0 0
193 0 0 0
194 0 0 0
195 0 0 0
196 0 0 0
197 0 0 0
198 0 0 0
199 0 0 0
200 0 0 0
201 0 0 0
202 0 0 0
203 0 0 0
204 0 0 0
205 0 0 0
206 0 0 0
207 0 0 0
208 0 0 0
209 0 0 0
210 0 0 0
211 0 0 0
212 0 0 0
213 0 0 0
214 0 0 0
215 0 0 0
216 0 0 0
217 0 0 0
218 0 0 0
219 0 0 0
220 0 0 0
221 4614 4594 4626
222 343 340 344
223 372 370 375
224 343 344 348
225 334 334 333
226 387 384 385
227 423 418 421
228 492 485 489
229 469 462 467
230 517 514 527
231 503 497 503
232 475 467 478
233 474 467 479
234 438 436 442
235 336 330 342
236 354 351 358
237 346 341 349
238 338 338 340
239 348 350 354
240 362 361 361
241 354 356 355
242 326 327 329
243 361 361 361
244 361 365 364
245 319 326 325
246 336 340 341
247 324 333 334
248 334 340 340
249 314 314 317
250 317 331 333
251 298 317 314
252 322 330 327
253 270 279 273
254 298 304 301
255 326 323 328
