0 334 334 333
1 387 384 385
2 423 418 421
3 492 485 489
4 469 462 467
5 517 514 527
6 503 497 503
7 475 467 478
8 474 467 479
9 438 436 442
10 336 330 342
11 354 351 358
12 346 341 349
13 338 338 340
14 348 350 354
15 362 361 361
16 354 356 355
17 326 327 329
18 361 361 361
19 361 365 364
20 319 326 325
21 336 340 341
22 324 333 334
23 334 340 340
24 314 314 317
25 317 331 333
26 298 317 314
27 322 330 327
28 270 279 273
29 298 304 301
30 326 323 328
31 295 292 294
32 299 295 295
33 273 271 272
34 202 201 203
35 261 259 263
36 228 227 227
37 227 223 228
38 252 248 253
39 258 254 255
40 238 238 238
41 232 230 233
42 213 212 213
43 214 211 213
44 205 206 204
45 212 212 212
46 181 181 180
47 216 216 216
48 229 229 230
49 234 237 234
50 265 267 267
51 266 271 269
52 263 268 264
53 242 243 243
54 232 233 232
55 262 267 266
56 249 252 250
57 245 245 245
58 241 245 243
59 219 225 221
60 202 204 203
61 223 218 216
62 214 215 216
63 170 171 170
64 153 154 154
65 162 164 163
66 148 150 148
67 147 147 146
68 172 172 172
69 165 166 165
70 155 155 155
71 172 172 172
72 170 170 170
73 163 165 162
74 185 188 184
75 161 161 160
76 181 182 181
77 170 171 170
78 202 201 201
79 174 174 174
80 197 197 196
81 173 173 170
82 191 190 190
83 146 146 145
84 160 158 156
85 179 175 174
86 152 153 153
87 188 187 185
88 211 211 210
89 172 172 170
90 206 207 206
91 212 211 209
92 197 198 196
93 196 194 190
94 231 230 224
95 232 231 230
96 190 191 188
97 193 191 186
98 177 179 168
99 208 206 197
100 213 211 205
101 202 197 193
102 199 195 190
103 197 197 194
104 194 193 191
105 181 181 179
106 216 216 213
107 227 227 227
108 261 261 259
109 265 265 264
110 255 255 251
111 283 284 281
112 249 249 246
113 208 208 207
114 198 197 196
115 188 188 188
116 184 185 183
117 175 175 174
118 159 160 159
119 161 161 160
120 140 140 140
121 161 161 161
122 133 133 133
123 140 139 138
124 156 157 156
125 142 140 140
126 145 143 143
127 122 122 122
128 145 144 144
129 130 129 129
130 137 137 137
131 143 144 143
132 143 143 142
133 153 153 153
134 156 157 156
135 148 147 146
136 129 129 127
137 117 118 117
138 100 102 100
139 110 110 110
140 98 98 98
141 91 92 91
142 101 101 101
143 92 92 92
144 74 74 74
145 68 68 68
146 1130 1135 1128
147 0 0 0
148 0 0 0
149 0 0 0
150 0 0 0
151 0 0 0
152 0 0 0
153 0 0 0
154 0 0 0
155 0 0 0
156 0 0 0
157 0 0 0
158 0 0 0
159 0 0 0
160 0 0 0
161 0 0 0
162 0 0 0
163 0 0 0
164 0 0 0
165 0 0 0
166 0 0 0
167 0 0 0
168 0 0 0
169 0 0 0
170 0 0 0
171 0 0 0
172 0 0 0
173 0 0 0
174 0 0 0
175 0 0 0
176 0 0 0
177 0 0 0
178 0 0 0
179 0 0 0
180 0 0 0
181 0 0 0
182 0 0 0
183 0 0 0
184 0 0 0
185 0 0 0
186 0 0 0
187 0 0 0
188 0 0 0
189 0 0 0
190 0 0 0
191 0 0 0
192 0 0 0
193 0 0 0
194 0 0 0
195 0 0 0
196 0 0 0
197 0 0 0
198 0 0 0
199 0 0 0
200 0 0 0
201 0 0 0
202 0 0 0
203 0 0 0
204 0 0 0
205 0 0 0
206 0 0 0
207 0 0 0
208 0 0 0
209 0 0 0
210 0 0 0
211 0 0 0
212 0 0 0
213 0 0 0
214 0 0 0
215 0 0 0
216 0 0 0
217 0 0 0
218 0 0 0
219 0 0 0
220 0 0 0
221 0 0 0
222 0 0 0
223 0 0 0
224 0 0 0
225 0 0 0
226 0 0 0
227 0 0 0
228 0 0 0
229 0 0 0
230 0 0 0
231 0 0 0
232 0 0 0
233 0 0 0
234 0 0 0
235 0 0 0
236 0 0 0
237 363 361 364
238 75 75 75
239 98 98 99
240 148 146 149
241 256 256 257
242 346 345 345
243 399 402 405
244 407 409 409
245 414 416 416
246 372 367 371
247 309 309 309
248 283 279 282
249 247 241 243
250 284 280 283
251 303 303 306
252 310 307 313
253 343 340 344
254 372 370 375
255 343 344 348
